time, A.l-A.r,A.p-P.a1,A.p-P.a2,A.p-P.a3,P.d-P.d,size rank 1,size rank 2,size rank 3
0.061900000000000746, 16794, 32635, 32313, 32282, 26714, 44, 35, 31
0.06200000000000075, 16777, 32586, 32314, 32297, 26745, 42, 37, 33
0.06210000000000075, 16842, 32615, 32313, 32287, 26737, 39, 33, 32
0.062200000000000755, 16842, 32630, 32316, 32354, 26732, 39, 32, 32
0.06230000000000076, 16851, 32593, 32287, 32323, 26753, 33, 32, 31
0.06240000000000076, 16861, 32600, 32277, 32347, 26750, 33, 32, 31
0.06250000000000076, 16902, 32609, 32267, 32343, 26698, 32, 31, 31
0.06260000000000077, 16932, 32593, 32290, 32328, 26645, 31, 29, 29
0.06270000000000077, 16909, 32568, 32299, 32354, 26691, 32, 31, 31
0.06280000000000077, 16859, 32558, 32256, 32366, 26687, 32, 31, 30
0.06290000000000077, 16778, 32576, 32280, 32347, 26716, 31, 31, 29
0.06300000000000078, 16782, 32547, 32265, 32388, 26691, 31, 29, 29
0.06310000000000078, 16778, 32546, 32219, 32393, 26688, 28, 27, 27
0.06320000000000078, 16755, 32538, 32181, 32392, 26691, 31, 26, 26
0.06330000000000079, 16806, 32566, 32211, 32378, 26704, 31, 26, 25
0.06340000000000079, 16864, 32583, 32275, 32387, 26704, 31, 26, 25
0.06350000000000079, 16800, 32566, 32258, 32419, 26714, 26, 26, 25
0.0636000000000008, 16764, 32587, 32264, 32428, 26708, 26, 26, 25
0.0637000000000008, 16792, 32554, 32280, 32420, 26711, 28, 26, 26
0.0638000000000008, 16722, 32512, 32264, 32412, 26710, 33, 29, 28
0.0639000000000008, 16707, 32516, 32259, 32383, 26685, 32, 29, 25
0.0640000000000008, 16822, 32481, 32243, 32392, 26685, 29, 29, 27
0.06410000000000081, 16834, 32491, 32278, 32353, 26691, 29, 27, 26
0.06420000000000081, 16831, 32498, 32268, 32345, 26714, 28, 27, 26
0.06430000000000081, 16791, 32480, 32277, 32386, 26698, 30, 29, 27
0.06440000000000082, 16726, 32474, 32300, 32403, 26676, 30, 29, 27
0.06450000000000082, 16704, 32523, 32295, 32379, 26674, 32, 30, 27
0.06460000000000082, 16798, 32516, 32303, 32351, 26705, 32, 30, 28
0.06470000000000083, 16835, 32510, 32317, 32343, 26665, 32, 28, 28
0.06480000000000083, 16880, 32527, 32355, 32339, 26674, 34, 32, 32
0.06490000000000083, 16925, 32550, 32355, 32337, 26707, 33, 32, 30
0.06500000000000083, 16942, 32574, 32354, 32370, 26755, 32, 30, 29
0.06510000000000084, 16967, 32560, 32392, 32349, 26764, 32, 29, 29
0.06520000000000084, 17048, 32523, 32393, 32347, 26743, 28, 27, 27
0.06530000000000084, 17000, 32520, 32352, 32353, 26771, 33, 29, 28
0.06540000000000085, 16974, 32524, 32353, 32345, 26761, 32, 29, 28
0.06550000000000085, 16989, 32558, 32376, 32341, 26745, 32, 31, 27
0.06560000000000085, 16975, 32576, 32397, 32322, 26775, 33, 32, 31
0.06570000000000085, 16925, 32595, 32391, 32330, 26774, 33, 32, 31
0.06580000000000086, 16903, 32616, 32356, 32322, 26805, 33, 32, 32
0.06590000000000086, 16794, 32606, 32359, 32341, 26777, 33, 32, 31
0.06600000000000086, 16879, 32584, 32329, 32364, 26771, 35, 33, 32
0.06610000000000087, 16739, 32604, 32322, 32327, 26781, 36, 33, 33
0.06620000000000087, 16676, 32579, 32336, 32345, 26743, 33, 32, 32
0.06630000000000087, 16617, 32569, 32376, 32368, 26783, 33, 32, 32
0.06640000000000087, 16715, 32567, 32380, 32371, 26752, 33, 32, 31
0.06650000000000088, 16723, 32587, 32399, 32389, 26740, 33, 29, 29
0.06660000000000088, 16751, 32626, 32359, 32387, 26684, 32, 29, 29
0.06670000000000088, 16741, 32632, 32344, 32354, 26686, 32, 29, 29
0.06680000000000089, 16715, 32638, 32309, 32352, 26689, 33, 33, 33
0.06690000000000089, 16792, 32639, 32340, 32361, 26624, 31, 29, 28
0.06700000000000089, 16781, 32632, 32318, 32397, 26597, 31, 28, 28
0.0671000000000009, 16798, 32637, 32343, 32395, 26572, 31, 31, 29
0.0672000000000009, 16856, 32594, 32353, 32411, 26568, 34, 31, 29
0.0673000000000009, 16881, 32602, 32357, 32433, 26578, 34, 29, 29
0.0674000000000009, 16791, 32579, 32374, 32487, 26530, 36, 29, 29
0.0675000000000009, 16722, 32609, 32413, 32440, 26528, 36, 29, 28
0.06760000000000091, 16813, 32612, 32412, 32419, 26556, 36, 30, 28
0.06770000000000091, 16798, 32611, 32405, 32423, 26538, 31, 27, 27
0.06780000000000092, 16759, 32597, 32411, 32400, 26529, 29, 27, 26
0.06790000000000092, 16770, 32588, 32409, 32445, 26524, 29, 27, 26
0.06800000000000092, 16845, 32585, 32368, 32438, 26513, 29, 27, 26
0.06810000000000092, 16824, 32603, 32352, 32455, 26534, 32, 29, 26
0.06820000000000093, 16793, 32648, 32353, 32430, 26538, 30, 29, 27
0.06830000000000093, 16836, 32636, 32286, 32426, 26552, 30, 29, 28
0.06840000000000093, 16765, 32653, 32318, 32459, 26534, 31, 27, 27
0.06850000000000094, 16797, 32707, 32323, 32425, 26548, 30, 28, 27
0.06860000000000094, 16927, 32675, 32291, 32388, 26556, 30, 29, 27
0.06870000000000094, 16902, 32650, 32279, 32398, 26540, 34, 29, 26
0.06880000000000094, 16770, 32665, 32248, 32389, 26573, 36, 31, 29
0.06890000000000095, 16839, 32651, 32252, 32306, 26564, 36, 35, 29
0.06900000000000095, 16802, 32635, 32224, 32351, 26538, 35, 33, 32
0.06910000000000095, 16867, 32644, 32198, 32305, 26524, 34, 32, 29
0.06920000000000096, 16936, 32626, 32191, 32293, 26543, 39, 34, 33
0.06930000000000096, 16917, 32632, 32168, 32320, 26582, 34, 33, 33
0.06940000000000096, 16905, 32603, 32157, 32299, 26572, 38, 38, 33
0.06950000000000096, 16935, 32581, 32181, 32304, 26573, 36, 34, 34
0.06960000000000097, 16956, 32578, 32227, 32296, 26583, 34, 34, 33
0.06970000000000097, 16885, 32574, 32254, 32289, 26545, 35, 34, 32
0.06980000000000097, 16950, 32552, 32214, 32303, 26532, 35, 35, 34
0.06990000000000098, 16940, 32572, 32235, 32306, 26529, 35, 35, 34
0.07000000000000098, 17013, 32589, 32252, 32326, 26548, 35, 35, 35
0.07010000000000098, 17094, 32570, 32292, 32326, 26580, 39, 36, 33
0.07020000000000098, 17156, 32543, 32285, 32307, 26641, 39, 38, 33
0.07030000000000099, 17203, 32545, 32310, 32315, 26659, 36, 32, 31
0.07040000000000099, 17205, 32523, 32287, 32326, 26650, 36, 34, 31
0.07050000000000099, 17239, 32488, 32292, 32352, 26675, 50, 36, 33
0.070600000000001, 17213, 32511, 32253, 32348, 26698, 50, 38, 36
0.070700000000001, 17145, 32519, 32275, 32326, 26686, 50, 40, 35
0.070800000000001, 17160, 32528, 32285, 32345, 26699, 50, 40, 37
0.070900000000001, 17080, 32522, 32303, 32345, 26723, 40, 36, 35
0.071000000000001, 17009, 32548, 32245, 32363, 26772, 54, 35, 33
0.07110000000000101, 16924, 32497, 32244, 32359, 26798, 45, 43, 35
0.07120000000000101, 16890, 32537, 32263, 32372, 26802, 45, 37, 35
0.07130000000000102, 16918, 32543, 32254, 32361, 26811, 42, 37, 35
0.07140000000000102, 16879, 32565, 32274, 32370, 26792, 42, 37, 35
0.07150000000000102, 16862, 32539, 32269, 32358, 26743, 42, 37, 36
0.07160000000000102, 16848, 32518, 32232, 32364, 26763, 42, 37, 36
0.07170000000000103, 16802, 32552, 32240, 32363, 26752, 42, 36, 33
0.07180000000000103, 16788, 32576, 32294, 32367, 26787, 42, 34, 33
0.07190000000000103, 16887, 32607, 32285, 32393, 26802, 42, 33, 33
0.07200000000000104, 16842, 32594, 32263, 32399, 26796, 42, 41, 33
0.07210000000000104, 16852, 32598, 32273, 32405, 26787, 41, 36, 31
0.07220000000000104, 16891, 32587, 32209, 32406, 26792, 41, 36, 31
0.07230000000000104, 16946, 32574, 32194, 32425, 26779, 41, 33, 31
0.07240000000000105, 16917, 32583, 32219, 32414, 26768, 41, 34, 33
0.07250000000000105, 17028, 32536, 32263, 32420, 26789, 42, 33, 31
0.07260000000000105, 16979, 32512, 32261, 32418, 26795, 46, 33, 31
0.07270000000000106, 17000, 32541, 32266, 32421, 26795, 46, 33, 31
0.07280000000000106, 16942, 32522, 32288, 32411, 26756, 49, 31, 30
0.07290000000000106, 16977, 32552, 32276, 32448, 26747, 39, 31, 30
0.07300000000000106, 16867, 32544, 32285, 32457, 26719, 47, 31, 26
0.07310000000000107, 16804, 32536, 32239, 32465, 26714, 47, 31, 28
0.07320000000000107, 16729, 32527, 32264, 32463, 26727, 47, 35, 31
0.07330000000000107, 16798, 32520, 32252, 32473, 26732, 47, 34, 34
0.07340000000000108, 16805, 32498, 32280, 32471, 26750, 47, 34, 32
0.07350000000000108, 16821, 32498, 32245, 32480, 26745, 47, 37, 34
0.07360000000000108, 16741, 32514, 32211, 32467, 26771, 47, 35, 32
0.07370000000000108, 16761, 32511, 32228, 32484, 26754, 44, 35, 35
0.07380000000000109, 16775, 32512, 32203, 32513, 26726, 47, 39, 33
0.07390000000000109, 16739, 32507, 32247, 32493, 26739, 47, 39, 33
0.07400000000000109, 16799, 32492, 32171, 32483, 26743, 45, 36, 33
0.0741000000000011, 16834, 32495, 32169, 32440, 26757, 45, 34, 33
0.0742000000000011, 16825, 32503, 32141, 32444, 26746, 47, 33, 33
0.0743000000000011, 16867, 32497, 32091, 32437, 26733, 45, 33, 33
0.0744000000000011, 16923, 32550, 32091, 32411, 26755, 43, 37, 32
0.07450000000000111, 16824, 32559, 32065, 32404, 26778, 46, 41, 34
0.07460000000000111, 16760, 32563, 32030, 32390, 26746, 46, 41, 34
0.07470000000000111, 16840, 32547, 32047, 32422, 26774, 47, 36, 34
0.07480000000000112, 16769, 32541, 32011, 32442, 26770, 47, 40, 33
0.07490000000000112, 16875, 32554, 32032, 32472, 26760, 47, 41, 33
0.07500000000000112, 16766, 32576, 32088, 32526, 26772, 47, 41, 39
0.07510000000000112, 16756, 32550, 32074, 32493, 26738, 47, 41, 36
0.07520000000000113, 16830, 32537, 32049, 32489, 26722, 46, 41, 36
0.07530000000000113, 16778, 32545, 32085, 32495, 26670, 43, 41, 36
0.07540000000000113, 16730, 32514, 32031, 32532, 26640, 43, 34, 33
0.07550000000000114, 16747, 32541, 32005, 32530, 26690, 41, 36, 34
0.07560000000000114, 16766, 32541, 32054, 32494, 26716, 34, 32, 28
0.07570000000000114, 16950, 32494, 32079, 32475, 26718, 31, 28, 27
0.07580000000000114, 16881, 32507, 32086, 32441, 26694, 31, 28, 27
0.07590000000000115, 16852, 32513, 32051, 32477, 26725, 34, 31, 28
0.07600000000000115, 16857, 32553, 32035, 32501, 26694, 34, 27, 26
0.07610000000000115, 16851, 32570, 32058, 32496, 26769, 30, 29, 26
0.07620000000000116, 16800, 32557, 32089, 32521, 26770, 30, 28, 26
0.07630000000000116, 16784, 32618, 32071, 32506, 26771, 32, 28, 27
0.07640000000000116, 16766, 32585, 32137, 32532, 26820, 33, 28, 27
0.07650000000000116, 16759, 32622, 32162, 32500, 26807, 33, 30, 29
0.07660000000000117, 16689, 32684, 32142, 32452, 26818, 35, 33, 29
0.07670000000000117, 16649, 32617, 32153, 32415, 26859, 37, 29, 28
0.07680000000000117, 16576, 32624, 32172, 32418, 26866, 32, 30, 30
0.07690000000000118, 16632, 32617, 32159, 32462, 26855, 30, 29, 29
0.07700000000000118, 16643, 32660, 32168, 32473, 26872, 30, 29, 29
0.07710000000000118, 16592, 32685, 32148, 32464, 26891, 30, 29, 28
0.07720000000000118, 16553, 32627, 32161, 32509, 26913, 32, 31, 30
0.07730000000000119, 16601, 32661, 32212, 32506, 26941, 32, 32, 30
0.07740000000000119, 16665, 32643, 32244, 32507, 26954, 32, 30, 30
0.07750000000000119, 16643, 32608, 32294, 32542, 26940, 32, 30, 30
0.0776000000000012, 16630, 32613, 32308, 32530, 26882, 33, 32, 32
0.0777000000000012, 16603, 32594, 32306, 32475, 26895, 33, 32, 30
0.0778000000000012, 16620, 32592, 32297, 32452, 26897, 33, 33, 33
0.0779000000000012, 16544, 32564, 32285, 32451, 26894, 33, 33, 33
0.07800000000000121, 16457, 32528, 32322, 32447, 26877, 35, 33, 33
0.07810000000000121, 16419, 32512, 32336, 32425, 26887, 33, 32, 32
0.07820000000000121, 16461, 32522, 32347, 32451, 26889, 36, 32, 30
0.07830000000000122, 16514, 32545, 32362, 32468, 26892, 39, 35, 31
0.07840000000000122, 16530, 32564, 32349, 32488, 26898, 36, 36, 32
0.07850000000000122, 16592, 32549, 32347, 32523, 26881, 39, 37, 36
0.07860000000000122, 16546, 32518, 32297, 32524, 26870, 39, 37, 35
0.07870000000000123, 16524, 32495, 32316, 32567, 26852, 39, 38, 38
0.07880000000000123, 16502, 32511, 32321, 32500, 26858, 39, 37, 37
0.07890000000000123, 16534, 32539, 32342, 32480, 26885, 37, 34, 29
0.07900000000000124, 16510, 32539, 32345, 32496, 26902, 37, 34, 31
0.07910000000000124, 16616, 32549, 32365, 32461, 26889, 38, 34, 34
0.07920000000000124, 16652, 32577, 32353, 32479, 26891, 34, 31, 31
0.07930000000000124, 16671, 32602, 32340, 32526, 26844, 36, 35, 31
0.07940000000000125, 16749, 32581, 32318, 32496, 26874, 44, 35, 35
0.07950000000000125, 16860, 32524, 32305, 32501, 26896, 44, 36, 34
0.07960000000000125, 16873, 32594, 32277, 32486, 26880, 44, 34, 34
0.07970000000000126, 16809, 32582, 32261, 32440, 26862, 44, 37, 36
0.07980000000000126, 16747, 32619, 32310, 32421, 26842, 45, 37, 34
0.07990000000000126, 16744, 32656, 32296, 32399, 26844, 45, 40, 33
0.08000000000000126, 16826, 32643, 32328, 32424, 26836, 46, 40, 32
0.08010000000000127, 16851, 32621, 32334, 32409, 26855, 46, 38, 33
0.08020000000000127, 16771, 32642, 32317, 32411, 26877, 47, 33, 33
0.08030000000000127, 16760, 32629, 32344, 32411, 26858, 47, 33, 33
0.08040000000000128, 16793, 32605, 32361, 32394, 26844, 47, 37, 37
0.08050000000000128, 16924, 32592, 32340, 32394, 26880, 47, 37, 34
0.08060000000000128, 16865, 32579, 32301, 32389, 26826, 47, 36, 34
0.08070000000000128, 16753, 32605, 32315, 32394, 26845, 43, 36, 32
0.08080000000000129, 16763, 32614, 32278, 32355, 26803, 43, 42, 36
0.08090000000000129, 16814, 32656, 32275, 32372, 26792, 46, 39, 36
0.0810000000000013, 16827, 32648, 32269, 32392, 26775, 47, 41, 36
0.0811000000000013, 16793, 32701, 32278, 32430, 26775, 47, 40, 36
0.0812000000000013, 16804, 32723, 32297, 32438, 26756, 46, 38, 36
0.0813000000000013, 16772, 32731, 32278, 32417, 26768, 46, 38, 36
0.0814000000000013, 16835, 32707, 32248, 32428, 26735, 49, 38, 33
0.08150000000000131, 16790, 32670, 32240, 32409, 26729, 51, 39, 32
0.08160000000000131, 16778, 32718, 32209, 32411, 26740, 51, 40, 36
0.08170000000000131, 16756, 32707, 32255, 32434, 26745, 51, 34, 33
0.08180000000000132, 16754, 32706, 32231, 32495, 26793, 51, 31, 31
0.08190000000000132, 16772, 32711, 32204, 32507, 26804, 51, 37, 33
0.08200000000000132, 16818, 32735, 32172, 32495, 26782, 49, 38, 33
0.08210000000000132, 16825, 32737, 32177, 32490, 26755, 49, 44, 34
0.08220000000000133, 16821, 32704, 32181, 32521, 26792, 52, 38, 34
0.08230000000000133, 16824, 32694, 32174, 32517, 26827, 52, 34, 33
0.08240000000000133, 16773, 32687, 32152, 32533, 26810, 49, 34, 34
0.08250000000000134, 16725, 32670, 32173, 32508, 26818, 49, 35, 33
0.08260000000000134, 16784, 32687, 32157, 32508, 26851, 48, 35, 33
0.08270000000000134, 16807, 32685, 32195, 32550, 26831, 48, 35, 33
0.08280000000000134, 16770, 32685, 32217, 32554, 26864, 48, 36, 35
0.08290000000000135, 16799, 32654, 32196, 32551, 26851, 48, 36, 35
0.08300000000000135, 16807, 32642, 32207, 32560, 26864, 46, 40, 35
0.08310000000000135, 16793, 32644, 32215, 32536, 26855, 46, 40, 35
0.08320000000000136, 16753, 32662, 32232, 32555, 26829, 46, 40, 35
0.08330000000000136, 16805, 32653, 32216, 32564, 26825, 51, 40, 32
0.08340000000000136, 16802, 32689, 32214, 32586, 26811, 53, 40, 32
0.08350000000000136, 16730, 32690, 32212, 32582, 26813, 53, 40, 35
0.08360000000000137, 16723, 32685, 32239, 32581, 26800, 53, 38, 35
0.08370000000000137, 16730, 32660, 32255, 32575, 26759, 53, 38, 37
0.08380000000000137, 16761, 32633, 32250, 32587, 26739, 53, 35, 32
0.08390000000000138, 16750, 32691, 32297, 32556, 26751, 45, 35, 32
0.08400000000000138, 16770, 32691, 32326, 32540, 26784, 45, 35, 32
0.08410000000000138, 16809, 32647, 32372, 32561, 26766, 45, 35, 31
0.08420000000000138, 16702, 32618, 32347, 32583, 26809, 45, 37, 28
0.08430000000000139, 16748, 32655, 32341, 32590, 26813, 47, 35, 29
0.08440000000000139, 16657, 32653, 32344, 32581, 26811, 47, 39, 29
0.0845000000000014, 16614, 32626, 32334, 32545, 26792, 47, 38, 31
0.0846000000000014, 16643, 32650, 32296, 32561, 26795, 47, 38, 31
0.0847000000000014, 16699, 32629, 32318, 32552, 26846, 48, 38, 34
0.0848000000000014, 16713, 32601, 32357, 32565, 26805, 49, 38, 35
0.0849000000000014, 16738, 32612, 32379, 32537, 26767, 49, 38, 28
0.08500000000000141, 16793, 32620, 32347, 32535, 26800, 50, 38, 33
0.08510000000000141, 16766, 32583, 32420, 32586, 26808, 50, 38, 36
0.08520000000000141, 16759, 32540, 32387, 32533, 26799, 49, 40, 38
0.08530000000000142, 16799, 32528, 32406, 32526, 26846, 49, 37, 37
0.08540000000000142, 16699, 32513, 32419, 32502, 26855, 56, 45, 37
0.08550000000000142, 16552, 32553, 32399, 32493, 26860, 56, 43, 42
0.08560000000000142, 16674, 32523, 32434, 32503, 26824, 55, 45, 39
0.08570000000000143, 16738, 32511, 32431, 32500, 26803, 55, 44, 37
0.08580000000000143, 16789, 32481, 32426, 32539, 26844, 55, 45, 44
0.08590000000000143, 16805, 32445, 32470, 32545, 26840, 55, 48, 45
0.08600000000000144, 16827, 32394, 32445, 32528, 26845, 55, 53, 46
0.08610000000000144, 16851, 32383, 32424, 32484, 26851, 56, 46, 46
0.08620000000000144, 16813, 32378, 32425, 32476, 26807, 54, 48, 45
0.08630000000000144, 16807, 32389, 32404, 32479, 26804, 54, 48, 48
0.08640000000000145, 16817, 32372, 32442, 32477, 26821, 53, 46, 43
0.08650000000000145, 16829, 32325, 32403, 32484, 26831, 53, 44, 40
0.08660000000000145, 16698, 32325, 32408, 32478, 26868, 52, 40, 35
0.08670000000000146, 16804, 32363, 32407, 32496, 26868, 54, 40, 35
0.08680000000000146, 16842, 32364, 32367, 32511, 26857, 54, 40, 35
0.08690000000000146, 16694, 32348, 32361, 32531, 26826, 56, 40, 39
0.08700000000000147, 16773, 32379, 32341, 32520, 26819, 55, 40, 40
0.08710000000000147, 16840, 32393, 32345, 32522, 26785, 52, 40, 38
0.08720000000000147, 16813, 32313, 32366, 32516, 26789, 61, 40, 38
0.08730000000000147, 16899, 32342, 32379, 32513, 26769, 56, 39, 38
0.08740000000000148, 16844, 32351, 32343, 32530, 26741, 56, 41, 39
0.08750000000000148, 16805, 32377, 32304, 32581, 26729, 60, 44, 37
0.08760000000000148, 16881, 32394, 32284, 32593, 26739, 59, 44, 37
0.08770000000000149, 16850, 32392, 32282, 32594, 26765, 54, 44, 37
0.08780000000000149, 16924, 32410, 32245, 32578, 26732, 51, 44, 37
0.08790000000000149, 16934, 32434, 32270, 32593, 26726, 57, 44, 42
0.0880000000000015, 16896, 32416, 32261, 32617, 26756, 57, 44, 43
0.0881000000000015, 16891, 32365, 32262, 32624, 26762, 64, 47, 44
0.0882000000000015, 16861, 32363, 32269, 32685, 26721, 65, 48, 44
0.0883000000000015, 16991, 32342, 32296, 32691, 26701, 71, 50, 43
0.0884000000000015, 16940, 32359, 32263, 32673, 26709, 71, 53, 45
0.08850000000000151, 16856, 32392, 32286, 32707, 26722, 72, 53, 45
0.08860000000000151, 16823, 32364, 32303, 32686, 26747, 69, 53, 45
0.08870000000000151, 16781, 32365, 32300, 32660, 26733, 69, 53, 44
0.08880000000000152, 16887, 32328, 32312, 32678, 26778, 80, 47, 46
0.08890000000000152, 16890, 32300, 32274, 32646, 26774, 79, 52, 49
0.08900000000000152, 16925, 32281, 32284, 32652, 26802, 77, 50, 48
0.08910000000000153, 16898, 32252, 32246, 32704, 26786, 63, 57, 48
0.08920000000000153, 16914, 32245, 32223, 32707, 26822, 64, 56, 47
0.08930000000000153, 16832, 32246, 32204, 32727, 26817, 73, 59, 42
0.08940000000000153, 16778, 32175, 32200, 32744, 26836, 70, 59, 37
0.08950000000000154, 16803, 32177, 32204, 32768, 26851, 70, 49, 35
0.08960000000000154, 16799, 32119, 32174, 32756, 26836, 70, 55, 37
0.08970000000000154, 16800, 32131, 32166, 32762, 26830, 69, 53, 39
0.08980000000000155, 16785, 32152, 32130, 32704, 26850, 59, 53, 39
0.08990000000000155, 16861, 32132, 32134, 32721, 26875, 59, 57, 35
0.09000000000000155, 16818, 32153, 32120, 32692, 26878, 60, 54, 38
0.09010000000000155, 16798, 32129, 32141, 32675, 26900, 58, 54, 41
0.09020000000000156, 16823, 32134, 32175, 32714, 26909, 64, 54, 42
0.09030000000000156, 16822, 32142, 32161, 32687, 26892, 64, 53, 42
0.09040000000000156, 16749, 32113, 32133, 32646, 26902, 59, 48, 41
0.09050000000000157, 16777, 32107, 32115, 32660, 26950, 58, 54, 43
0.09060000000000157, 16745, 32118, 32166, 32680, 26962, 58, 54, 43
0.09070000000000157, 16785, 32132, 32145, 32680, 26947, 59, 54, 43
0.09080000000000157, 16854, 32160, 32200, 32659, 26943, 58, 54, 48
0.09090000000000158, 16885, 32149, 32193, 32679, 26937, 60, 54, 43
0.09100000000000158, 16843, 32089, 32169, 32688, 26937, 64, 54, 41
0.09110000000000158, 16866, 32080, 32239, 32663, 26928, 54, 48, 41
0.09120000000000159, 16861, 32120, 32270, 32635, 26899, 54, 48, 40
0.09130000000000159, 16920, 32108, 32278, 32607, 26975, 66, 53, 40
0.09140000000000159, 16980, 32126, 32275, 32580, 26974, 67, 53, 46
0.0915000000000016, 16924, 32154, 32292, 32564, 26980, 67, 53, 40
0.0916000000000016, 16902, 32146, 32283, 32550, 26996, 67, 56, 40
0.0917000000000016, 16971, 32191, 32269, 32587, 26974, 67, 52, 40
0.0918000000000016, 16963, 32235, 32275, 32626, 26965, 71, 40, 37
0.0919000000000016, 17069, 32239, 32262, 32603, 26972, 71, 43, 38
0.09200000000000161, 17025, 32250, 32282, 32576, 26945, 72, 38, 37
0.09210000000000161, 16924, 32239, 32324, 32570, 26921, 70, 40, 36
0.09220000000000161, 16919, 32251, 32310, 32580, 26940, 70, 40, 36
0.09230000000000162, 16900, 32294, 32313, 32569, 26949, 59, 46, 34
0.09240000000000162, 16939, 32292, 32317, 32587, 26938, 60, 46, 34
0.09250000000000162, 16928, 32271, 32341, 32563, 26931, 60, 46, 34
0.09260000000000163, 17009, 32297, 32322, 32585, 26895, 60, 56, 37
0.09270000000000163, 17054, 32264, 32341, 32613, 26882, 58, 57, 40
0.09280000000000163, 17026, 32237, 32352, 32658, 26910, 58, 57, 43
0.09290000000000163, 17018, 32324, 32354, 32636, 26952, 60, 58, 40
0.09300000000000164, 16919, 32321, 32336, 32622, 26917, 60, 58, 40
0.09310000000000164, 16942, 32327, 32326, 32610, 26887, 62, 59, 40
0.09320000000000164, 16943, 32313, 32330, 32579, 26884, 60, 58, 40
0.09330000000000165, 16965, 32310, 32342, 32592, 26905, 60, 57, 40
0.09340000000000165, 17073, 32303, 32339, 32596, 26907, 56, 49, 38
0.09350000000000165, 17003, 32294, 32316, 32550, 26917, 56, 40, 38
0.09360000000000165, 16927, 32303, 32315, 32536, 26918, 56, 40, 38
0.09370000000000166, 16946, 32295, 32294, 32566, 26945, 56, 39, 38
0.09380000000000166, 16902, 32296, 32308, 32585, 26931, 56, 39, 35
0.09390000000000166, 16895, 32289, 32330, 32553, 26927, 54, 39, 35
0.09400000000000167, 16905, 32224, 32331, 32601, 26915, 53, 47, 39
0.09410000000000167, 16966, 32211, 32327, 32612, 26911, 55, 42, 34
0.09420000000000167, 16920, 32245, 32294, 32641, 26907, 55, 42, 33
0.09430000000000167, 16929, 32248, 32295, 32613, 26926, 55, 42, 33
0.09440000000000168, 16938, 32262, 32274, 32651, 26928, 55, 39, 37
0.09450000000000168, 17001, 32252, 32302, 32666, 26909, 55, 41, 39
0.09460000000000168, 17080, 32236, 32357, 32630, 26867, 55, 37, 33
0.09470000000000169, 17181, 32236, 32347, 32626, 26873, 66, 43, 37
0.09480000000000169, 17076, 32205, 32330, 32664, 26884, 66, 40, 34
0.09490000000000169, 17024, 32216, 32347, 32675, 26880, 66, 34, 31
0.0950000000000017, 16993, 32189, 32351, 32685, 26874, 66, 32, 31
0.0951000000000017, 17004, 32184, 32354, 32636, 26893, 62, 37, 32
0.0952000000000017, 17024, 32165, 32341, 32677, 26869, 62, 37, 32
0.0953000000000017, 17030, 32204, 32314, 32672, 26841, 64, 37, 32
0.0954000000000017, 16948, 32204, 32308, 32657, 26825, 64, 37, 33
0.09550000000000171, 16939, 32176, 32314, 32684, 26819, 64, 37, 33
0.09560000000000171, 16893, 32177, 32321, 32668, 26843, 54, 32, 29
0.09570000000000171, 16855, 32185, 32316, 32671, 26830, 58, 32, 28
0.09580000000000172, 16945, 32203, 32317, 32643, 26834, 58, 28, 26
0.09590000000000172, 16972, 32227, 32296, 32648, 26812, 53, 28, 26
0.09600000000000172, 16923, 32240, 32303, 32621, 26793, 53, 28, 28
0.09610000000000173, 16975, 32226, 32278, 32606, 26771, 53, 32, 27
0.09620000000000173, 16962, 32200, 32293, 32597, 26771, 53, 40, 34
0.09630000000000173, 16996, 32165, 32283, 32630, 26780, 53, 41, 37
0.09640000000000173, 16880, 32140, 32271, 32613, 26783, 53, 37, 37
0.09650000000000174, 16856, 32204, 32226, 32657, 26780, 56, 40, 39
0.09660000000000174, 16878, 32175, 32243, 32611, 26771, 43, 40, 29
0.09670000000000174, 16838, 32164, 32246, 32588, 26728, 43, 40, 38
0.09680000000000175, 16857, 32166, 32197, 32591, 26765, 46, 38, 36
0.09690000000000175, 16799, 32173, 32209, 32643, 26766, 45, 42, 34
0.09700000000000175, 16778, 32190, 32172, 32629, 26754, 45, 42, 42
0.09710000000000175, 16738, 32181, 32152, 32627, 26766, 49, 41, 39
0.09720000000000176, 16733, 32169, 32171, 32623, 26770, 56, 39, 33
0.09730000000000176, 16768, 32200, 32183, 32647, 26755, 57, 39, 30
0.09740000000000176, 16861, 32193, 32202, 32638, 26764, 57, 39, 30
0.09750000000000177, 16859, 32160, 32202, 32635, 26806, 61, 39, 33
0.09760000000000177, 16884, 32174, 32218, 32661, 26812, 60, 39, 28
0.09770000000000177, 16817, 32177, 32224, 32742, 26817, 61, 39, 28
0.09780000000000177, 16916, 32209, 32218, 32709, 26838, 59, 39, 28
0.09790000000000178, 16937, 32162, 32236, 32703, 26839, 57, 39, 28
0.09800000000000178, 16960, 32132, 32242, 32698, 26839, 54, 41, 34
0.09810000000000178, 16981, 32152, 32274, 32692, 26845, 55, 43, 31
0.09820000000000179, 16955, 32179, 32291, 32716, 26800, 55, 42, 32
0.09830000000000179, 16897, 32176, 32335, 32712, 26831, 45, 32, 31
0.09840000000000179, 16942, 32200, 32321, 32682, 26797, 45, 32, 31
