time, A.l-A.r,A.p-P.a1,A.p-P.a2,A.p-P.a3,P.d-P.d,size rank 1,size rank 2,size rank 3
0.0985000000000018, 16925, 32209, 32344, 32648, 26813, 44, 32, 31
0.0986000000000018, 16991, 32218, 32360, 32682, 26803, 43, 32, 31
0.0987000000000018, 17006, 32243, 32412, 32687, 26815, 53, 32, 30
0.0988000000000018, 16942, 32230, 32452, 32683, 26812, 52, 34, 32
0.0989000000000018, 16918, 32203, 32474, 32719, 26810, 52, 32, 30
0.09900000000000181, 16798, 32235, 32455, 32731, 26843, 52, 34, 32
0.09910000000000181, 16736, 32239, 32412, 32705, 26825, 52, 33, 33
0.09920000000000181, 16659, 32214, 32432, 32692, 26841, 52, 33, 33
0.09930000000000182, 16727, 32225, 32458, 32674, 26809, 54, 33, 33
0.09940000000000182, 16635, 32189, 32472, 32608, 26807, 52, 34, 33
0.09950000000000182, 16641, 32180, 32505, 32595, 26799, 52, 36, 33
0.09960000000000183, 16710, 32237, 32519, 32570, 26818, 48, 36, 32
0.09970000000000183, 16677, 32221, 32536, 32584, 26839, 47, 34, 32
0.09980000000000183, 16621, 32218, 32553, 32608, 26859, 47, 34, 32
0.09990000000000183, 16716, 32264, 32534, 32590, 26819, 59, 34, 33
0.10000000000000184, 16754, 32285, 32501, 32614, 26807, 59, 36, 35
0.10010000000000184, 16771, 32270, 32571, 32598, 26754, 57, 36, 35
0.10020000000000184, 16742, 32267, 32570, 32574, 26728, 57, 36, 32
0.10030000000000185, 16779, 32272, 32590, 32582, 26724, 57, 36, 36
0.10040000000000185, 16829, 32278, 32568, 32603, 26714, 57, 38, 36
0.10050000000000185, 16819, 32247, 32555, 32566, 26736, 55, 40, 36
0.10060000000000185, 16747, 32279, 32529, 32558, 26752, 56, 39, 36
0.10070000000000186, 16695, 32255, 32513, 32569, 26745, 56, 36, 36
0.10080000000000186, 16746, 32232, 32497, 32557, 26761, 56, 44, 36
0.10090000000000186, 16726, 32258, 32487, 32560, 26780, 60, 43, 36
0.10100000000000187, 16786, 32235, 32473, 32579, 26820, 56, 42, 34
0.10110000000000187, 16822, 32212, 32447, 32594, 26792, 59, 42, 34
0.10120000000000187, 16832, 32220, 32497, 32555, 26794, 59, 40, 32
0.10130000000000187, 16844, 32245, 32512, 32593, 26800, 59, 40, 32
0.10140000000000188, 16865, 32281, 32446, 32577, 26825, 59, 40, 33
0.10150000000000188, 16775, 32306, 32449, 32600, 26807, 60, 35, 33
0.10160000000000188, 16843, 32305, 32403, 32576, 26849, 60, 35, 33
0.10170000000000189, 16871, 32357, 32443, 32607, 26788, 60, 33, 31
0.10180000000000189, 16778, 32334, 32481, 32638, 26812, 56, 33, 31
0.10190000000000189, 16796, 32360, 32507, 32633, 26828, 56, 33, 32
0.1020000000000019, 16804, 32407, 32518, 32624, 26814, 56, 32, 31
0.1021000000000019, 16809, 32412, 32563, 32601, 26801, 56, 32, 31
0.1022000000000019, 16747, 32412, 32600, 32564, 26784, 56, 34, 31
0.1023000000000019, 16687, 32418, 32609, 32563, 26813, 61, 32, 31
0.1024000000000019, 16709, 32431, 32589, 32544, 26799, 76, 33, 32
0.10250000000000191, 16725, 32419, 32578, 32543, 26825, 83, 34, 33
0.10260000000000191, 16773, 32402, 32545, 32507, 26823, 87, 33, 33
0.10270000000000191, 16711, 32395, 32526, 32534, 26833, 87, 33, 31
0.10280000000000192, 16673, 32364, 32484, 32551, 26860, 87, 31, 28
0.10290000000000192, 16729, 32380, 32446, 32565, 26833, 87, 33, 28
0.10300000000000192, 16743, 32347, 32407, 32500, 26838, 87, 33, 28
0.10310000000000193, 16830, 32399, 32414, 32550, 26813, 77, 28, 27
0.10320000000000193, 16790, 32435, 32416, 32520, 26831, 80, 30, 27
0.10330000000000193, 16835, 32444, 32397, 32504, 26847, 81, 30, 27
0.10340000000000193, 16905, 32436, 32406, 32465, 26823, 81, 31, 30
0.10350000000000194, 16893, 32431, 32416, 32475, 26865, 82, 29, 28
0.10360000000000194, 16899, 32405, 32431, 32479, 26848, 83, 29, 28
0.10370000000000194, 16973, 32403, 32438, 32453, 26831, 84, 34, 29
0.10380000000000195, 16959, 32395, 32425, 32476, 26850, 84, 33, 29
0.10390000000000195, 16930, 32360, 32393, 32404, 26845, 86, 34, 31
0.10400000000000195, 16905, 32323, 32400, 32429, 26834, 86, 31, 29
0.10410000000000195, 16841, 32352, 32397, 32404, 26872, 86, 31, 31
0.10420000000000196, 16820, 32365, 32459, 32377, 26850, 90, 32, 30
0.10430000000000196, 16789, 32409, 32490, 32382, 26833, 93, 32, 31
0.10440000000000196, 16798, 32423, 32508, 32383, 26819, 80, 32, 29
0.10450000000000197, 16805, 32431, 32466, 32402, 26773, 80, 32, 31
0.10460000000000197, 16809, 32451, 32536, 32391, 26777, 82, 33, 32
0.10470000000000197, 16831, 32525, 32567, 32404, 26736, 82, 33, 33
0.10480000000000197, 16788, 32532, 32600, 32418, 26748, 85, 42, 30
0.10490000000000198, 16817, 32518, 32620, 32397, 26728, 85, 42, 30
0.10500000000000198, 16761, 32494, 32634, 32382, 26768, 85, 40, 31
0.10510000000000198, 16711, 32471, 32632, 32404, 26769, 91, 42, 30
0.10520000000000199, 16824, 32488, 32630, 32415, 26787, 92, 43, 39
0.10530000000000199, 16747, 32486, 32628, 32402, 26838, 92, 44, 36
0.10540000000000199, 16724, 32453, 32620, 32383, 26818, 95, 46, 43
0.105500000000002, 16780, 32441, 32652, 32422, 26844, 95, 47, 42
0.105600000000002, 16776, 32450, 32602, 32388, 26837, 95, 47, 42
0.105700000000002, 16751, 32427, 32614, 32423, 26857, 95, 45, 38
0.105800000000002, 16751, 32403, 32609, 32402, 26845, 95, 45, 38
0.105900000000002, 16783, 32402, 32614, 32406, 26819, 94, 45, 39
0.10600000000000201, 16770, 32407, 32616, 32346, 26850, 94, 48, 39
0.10610000000000201, 16792, 32380, 32584, 32364, 26855, 91, 54, 38
0.10620000000000202, 16721, 32406, 32542, 32395, 26877, 91, 55, 37
0.10630000000000202, 16847, 32426, 32510, 32334, 26809, 93, 55, 37
0.10640000000000202, 16738, 32445, 32481, 32359, 26793, 93, 55, 38
0.10650000000000202, 16770, 32438, 32458, 32370, 26789, 93, 55, 29
0.10660000000000203, 16685, 32468, 32467, 32376, 26787, 90, 56, 29
0.10670000000000203, 16655, 32462, 32469, 32347, 26750, 90, 56, 29
0.10680000000000203, 16753, 32498, 32504, 32327, 26743, 95, 58, 34
0.10690000000000204, 16678, 32495, 32491, 32293, 26731, 94, 58, 34
0.10700000000000204, 16659, 32491, 32507, 32260, 26720, 94, 55, 34
0.10710000000000204, 16664, 32493, 32512, 32270, 26689, 93, 55, 32
0.10720000000000204, 16673, 32516, 32530, 32237, 26721, 96, 56, 30
0.10730000000000205, 16698, 32486, 32578, 32265, 26708, 101, 53, 32
0.10740000000000205, 16694, 32452, 32536, 32241, 26724, 101, 53, 39
0.10750000000000205, 16796, 32422, 32563, 32253, 26714, 101, 56, 36
0.10760000000000206, 16841, 32461, 32560, 32306, 26716, 107, 57, 40
0.10770000000000206, 16820, 32462, 32546, 32341, 26719, 111, 54, 40
0.10780000000000206, 16778, 32420, 32539, 32343, 26723, 111, 54, 41
0.10790000000000206, 16833, 32421, 32529, 32323, 26723, 111, 56, 42
0.10800000000000207, 16736, 32403, 32500, 32324, 26727, 112, 56, 35
0.10810000000000207, 16662, 32379, 32503, 32288, 26712, 113, 48, 35
0.10820000000000207, 16757, 32401, 32523, 32280, 26720, 119, 48, 35
0.10830000000000208, 16799, 32367, 32488, 32294, 26695, 128, 47, 45
0.10840000000000208, 16805, 32341, 32483, 32288, 26679, 128, 48, 45
0.10850000000000208, 16852, 32336, 32472, 32298, 26677, 134, 48, 43
0.10860000000000208, 16935, 32319, 32470, 32330, 26673, 150, 58, 48
0.10870000000000209, 17037, 32338, 32458, 32329, 26706, 150, 58, 48
0.10880000000000209, 16961, 32339, 32463, 32300, 26688, 151, 58, 48
0.10890000000000209, 16927, 32368, 32445, 32322, 26671, 150, 58, 50
0.1090000000000021, 16975, 32343, 32427, 32360, 26681, 151, 58, 49
0.1091000000000021, 16920, 32341, 32400, 32374, 26701, 152, 58, 51
0.1092000000000021, 16987, 32310, 32431, 32399, 26726, 154, 58, 58
0.1093000000000021, 17070, 32320, 32456, 32430, 26775, 153, 58, 57
0.1094000000000021, 16960, 32377, 32452, 32412, 26761, 151, 58, 54
0.10950000000000211, 16954, 32418, 32454, 32391, 26785, 149, 63, 53
0.10960000000000211, 16966, 32400, 32389, 32374, 26785, 149, 63, 53
0.10970000000000212, 16995, 32450, 32371, 32412, 26775, 151, 65, 55
0.10980000000000212, 16923, 32463, 32352, 32398, 26756, 150, 60, 55
0.10990000000000212, 16859, 32495, 32338, 32421, 26763, 149, 60, 55
0.11000000000000212, 16856, 32471, 32361, 32399, 26797, 150, 67, 53
0.11010000000000213, 16830, 32491, 32383, 32421, 26777, 151, 67, 53
0.11020000000000213, 16815, 32501, 32376, 32414, 26783, 160, 61, 49
0.11030000000000213, 16750, 32556, 32336, 32457, 26803, 160, 61, 57
0.11040000000000214, 16740, 32548, 32311, 32424, 26832, 163, 67, 57
0.11050000000000214, 16795, 32555, 32338, 32475, 26831, 168, 67, 57
0.11060000000000214, 16774, 32589, 32302, 32454, 26827, 168, 66, 57
0.11070000000000214, 16808, 32599, 32282, 32442, 26820, 160, 66, 57
0.11080000000000215, 16841, 32552, 32291, 32415, 26820, 163, 67, 57
0.11090000000000215, 16867, 32559, 32310, 32387, 26769, 160, 64, 57
0.11100000000000215, 16833, 32528, 32332, 32395, 26762, 160, 61, 57
0.11110000000000216, 16775, 32536, 32347, 32374, 26788, 167, 65, 57
0.11120000000000216, 16872, 32537, 32350, 32396, 26782, 163, 64, 57
0.11130000000000216, 16824, 32531, 32325, 32412, 26773, 160, 60, 59
0.11140000000000216, 16763, 32513, 32368, 32432, 26755, 159, 60, 59
0.11150000000000217, 16724, 32506, 32396, 32418, 26745, 159, 63, 54
0.11160000000000217, 16722, 32504, 32425, 32443, 26745, 159, 63, 54
0.11170000000000217, 16764, 32503, 32425, 32444, 26705, 159, 61, 54
0.11180000000000218, 16805, 32465, 32425, 32452, 26700, 162, 54, 44
0.11190000000000218, 16730, 32468, 32406, 32488, 26700, 165, 50, 42
0.11200000000000218, 16689, 32483, 32399, 32453, 26675, 170, 50, 42
0.11210000000000218, 16719, 32488, 32372, 32479, 26645, 175, 49, 42
0.11220000000000219, 16783, 32499, 32345, 32470, 26619, 175, 42, 38
0.11230000000000219, 16833, 32506, 32356, 32486, 26609, 181, 44, 38
0.11240000000000219, 16810, 32521, 32352, 32510, 26664, 184, 50, 40
0.1125000000000022, 16833, 32540, 32299, 32547, 26666, 192, 46, 38
0.1126000000000022, 16816, 32536, 32300, 32554, 26675, 187, 46, 36
0.1127000000000022, 16855, 32509, 32301, 32596, 26695, 190, 40, 36
0.1128000000000022, 16889, 32544, 32283, 32637, 26676, 190, 44, 36
0.1129000000000022, 17013, 32556, 32310, 32620, 26649, 193, 40, 37
0.11300000000000221, 17026, 32555, 32312, 32553, 26674, 200, 39, 36
0.11310000000000221, 16974, 32553, 32360, 32591, 26651, 200, 40, 36
0.11320000000000222, 16944, 32537, 32323, 32547, 26623, 206, 44, 44
0.11330000000000222, 16960, 32568, 32338, 32542, 26618, 207, 46, 45
0.11340000000000222, 16982, 32542, 32340, 32516, 26622, 207, 45, 43
0.11350000000000222, 17050, 32512, 32368, 32492, 26598, 204, 45, 40
0.11360000000000223, 17040, 32528, 32372, 32435, 26609, 211, 48, 40
0.11370000000000223, 17002, 32499, 32374, 32469, 26587, 210, 51, 39
0.11380000000000223, 16975, 32510, 32387, 32485, 26633, 210, 51, 39
0.11390000000000224, 16848, 32492, 32317, 32455, 26615, 210, 51, 40
0.11400000000000224, 16770, 32467, 32326, 32466, 26645, 210, 51, 41
0.11410000000000224, 16873, 32467, 32336, 32449, 26671, 209, 49, 41
0.11420000000000224, 17004, 32506, 32332, 32474, 26662, 209, 49, 41
0.11430000000000225, 17077, 32495, 32290, 32447, 26678, 208, 53, 41
0.11440000000000225, 17010, 32495, 32313, 32422, 26660, 209, 53, 42
0.11450000000000225, 17018, 32485, 32299, 32436, 26690, 210, 52, 42
0.11460000000000226, 16943, 32488, 32308, 32436, 26702, 210, 52, 41
0.11470000000000226, 16903, 32506, 32363, 32438, 26672, 210, 52, 39
0.11480000000000226, 16859, 32557, 32379, 32376, 26684, 206, 52, 39
0.11490000000000226, 16822, 32557, 32423, 32407, 26688, 208, 49, 40
0.11500000000000227, 16787, 32542, 32446, 32377, 26656, 210, 40, 38
0.11510000000000227, 16773, 32600, 32465, 32406, 26651, 210, 40, 39
0.11520000000000227, 16787, 32601, 32496, 32399, 26661, 224, 40, 39
0.11530000000000228, 16853, 32635, 32502, 32372, 26655, 216, 37, 36
0.11540000000000228, 16986, 32614, 32519, 32392, 26671, 218, 42, 37
0.11550000000000228, 16907, 32600, 32486, 32392, 26668, 229, 45, 42
0.11560000000000228, 16931, 32601, 32503, 32402, 26598, 233, 45, 39
0.11570000000000229, 16955, 32632, 32533, 32419, 26656, 243, 42, 39
0.11580000000000229, 16866, 32643, 32522, 32429, 26679, 244, 42, 34
0.11590000000000229, 16949, 32636, 32543, 32468, 26656, 246, 40, 34
0.1160000000000023, 16972, 32668, 32599, 32442, 26688, 245, 34, 30
0.1161000000000023, 16943, 32679, 32606, 32426, 26655, 241, 34, 31
0.1162000000000023, 16934, 32633, 32634, 32430, 26685, 242, 34, 33
0.1163000000000023, 16891, 32636, 32595, 32433, 26672, 243, 43, 33
0.11640000000000231, 16928, 32686, 32600, 32420, 26720, 241, 43, 39
0.11650000000000231, 16905, 32642, 32574, 32407, 26686, 239, 41, 40
0.11660000000000231, 16907, 32656, 32560, 32381, 26666, 240, 37, 34
0.11670000000000232, 16877, 32655, 32533, 32340, 26718, 239, 32, 30
0.11680000000000232, 16758, 32656, 32537, 32327, 26724, 239, 45, 35
0.11690000000000232, 16857, 32625, 32524, 32295, 26714, 239, 45, 30
0.11700000000000232, 16919, 32634, 32522, 32272, 26708, 240, 38, 33
0.11710000000000233, 16945, 32570, 32505, 32265, 26680, 240, 39, 33
0.11720000000000233, 16896, 32553, 32510, 32264, 26691, 237, 38, 30
0.11730000000000233, 16830, 32542, 32553, 32222, 26673, 238, 38, 30
0.11740000000000234, 16857, 32596, 32552, 32126, 26661, 238, 38, 34
0.11750000000000234, 16851, 32556, 32552, 32107, 26656, 234, 38, 31
0.11760000000000234, 17002, 32523, 32502, 32097, 26641, 242, 45, 35
0.11770000000000234, 16987, 32526, 32524, 32117, 26674, 246, 45, 35
0.11780000000000235, 16953, 32529, 32537, 32100, 26655, 250, 42, 33
0.11790000000000235, 16911, 32522, 32561, 32109, 26640, 254, 32, 30
0.11800000000000235, 16860, 32545, 32566, 32150, 26632, 258, 32, 31
0.11810000000000236, 16872, 32551, 32532, 32157, 26627, 258, 32, 31
0.11820000000000236, 16955, 32521, 32565, 32186, 26695, 260, 34, 32
0.11830000000000236, 16894, 32520, 32531, 32158, 26707, 266, 37, 33
0.11840000000000236, 16864, 32525, 32544, 32114, 26705, 265, 33, 33
0.11850000000000237, 16852, 32551, 32572, 32126, 26673, 270, 33, 32
0.11860000000000237, 16761, 32571, 32569, 32101, 26682, 276, 32, 31
0.11870000000000237, 16890, 32559, 32546, 32119, 26694, 276, 31, 29
0.11880000000000238, 16913, 32502, 32530, 32152, 26677, 275, 35, 32
0.11890000000000238, 16895, 32492, 32511, 32130, 26633, 275, 35, 33
0.11900000000000238, 16876, 32517, 32497, 32138, 26645, 276, 34, 30
0.11910000000000238, 16890, 32546, 32505, 32151, 26627, 276, 31, 30
0.11920000000000239, 16870, 32542, 32494, 32218, 26610, 277, 37, 33
0.11930000000000239, 16819, 32533, 32499, 32222, 26624, 281, 42, 30
0.1194000000000024, 16830, 32586, 32504, 32182, 26671, 281, 31, 28
0.1195000000000024, 16819, 32560, 32511, 32194, 26680, 283, 31, 30
0.1196000000000024, 16908, 32568, 32490, 32191, 26704, 285, 40, 31
0.1197000000000024, 16848, 32580, 32490, 32166, 26738, 294, 40, 28
0.1198000000000024, 16873, 32605, 32451, 32164, 26749, 292, 51, 35
0.11990000000000241, 16871, 32599, 32459, 32177, 26759, 289, 53, 35
0.12000000000000241, 16848, 32620, 32493, 32195, 26737, 290, 45, 35
0.12010000000000241, 16877, 32607, 32519, 32201, 26715, 287, 45, 39
0.12020000000000242, 16948, 32571, 32547, 32211, 26727, 287, 44, 36
0.12030000000000242, 16915, 32564, 32588, 32236, 26724, 287, 44, 37
0.12040000000000242, 16893, 32565, 32599, 32236, 26731, 289, 44, 39
0.12050000000000242, 16983, 32582, 32631, 32220, 26702, 293, 45, 44
0.12060000000000243, 16944, 32535, 32683, 32251, 26685, 293, 45, 44
0.12070000000000243, 16890, 32528, 32709, 32278, 26679, 293, 45, 45
0.12080000000000243, 16933, 32491, 32748, 32301, 26695, 295, 42, 42
0.12090000000000244, 16874, 32509, 32745, 32292, 26726, 295, 42, 41
0.12100000000000244, 16941, 32512, 32741, 32300, 26737, 295, 42, 41
0.12110000000000244, 16929, 32528, 32727, 32253, 26757, 303, 42, 41
0.12120000000000244, 16977, 32515, 32740, 32309, 26757, 308, 42, 41
0.12130000000000245, 17052, 32498, 32763, 32305, 26805, 308, 42, 41
0.12140000000000245, 17085, 32490, 32774, 32250, 26812, 308, 44, 42
0.12150000000000245, 17095, 32520, 32762, 32294, 26795, 315, 44, 43
0.12160000000000246, 17126, 32526, 32759, 32261, 26778, 307, 43, 41
0.12170000000000246, 17242, 32548, 32770, 32277, 26762, 306, 44, 41
0.12180000000000246, 17213, 32560, 32783, 32278, 26758, 305, 49, 39
0.12190000000000246, 17263, 32577, 32767, 32297, 26750, 311, 48, 41
0.12200000000000247, 17291, 32576, 32793, 32275, 26737, 314, 51, 45
0.12210000000000247, 17242, 32568, 32826, 32225, 26734, 315, 49, 38
0.12220000000000247, 17199, 32583, 32809, 32212, 26758, 314, 49, 38
0.12230000000000248, 17209, 32611, 32769, 32203, 26797, 314, 50, 37
0.12240000000000248, 17206, 32592, 32785, 32176, 26847, 315, 50, 36
0.12250000000000248, 17183, 32585, 32770, 32167, 26860, 315, 50, 36
0.12260000000000248, 17087, 32583, 32721, 32159, 26836, 315, 50, 36
0.12270000000000249, 17005, 32632, 32752, 32101, 26844, 320, 49, 36
0.12280000000000249, 17057, 32633, 32782, 32117, 26848, 327, 49, 36
0.1229000000000025, 17004, 32623, 32738, 32113, 26818, 327, 51, 36
0.1230000000000025, 16965, 32639, 32717, 32145, 26789, 327, 47, 36
0.1231000000000025, 16994, 32648, 32672, 32183, 26787, 330, 46, 38
0.1232000000000025, 17082, 32643, 32667, 32183, 26731, 330, 45, 34
0.1233000000000025, 17078, 32636, 32624, 32201, 26768, 338, 45, 37
0.12340000000000251, 17056, 32613, 32665, 32178, 26769, 342, 45, 37
0.12350000000000251, 17068, 32582, 32667, 32175, 26807, 338, 45, 37
0.12360000000000251, 17048, 32579, 32655, 32179, 26806, 342, 37, 36
0.12370000000000252, 17018, 32587, 32670, 32221, 26801, 350, 39, 38
0.12380000000000252, 17026, 32566, 32674, 32190, 26837, 354, 39, 38
0.12390000000000252, 17015, 32560, 32663, 32181, 26886, 362, 41, 39
0.12400000000000252, 17029, 32592, 32671, 32203, 26879, 366, 41, 41
0.12410000000000253, 17013, 32619, 32657, 32172, 26855, 381, 42, 31
0.12420000000000253, 16998, 32609, 32699, 32188, 26859, 377, 45, 34
0.12430000000000253, 17049, 32619, 32694, 32181, 26875, 383, 44, 34
0.12440000000000254, 17002, 32640, 32671, 32148, 26842, 389, 42, 34
0.12450000000000254, 16927, 32659, 32651, 32188, 26834, 400, 42, 31
0.12460000000000254, 16997, 32641, 32658, 32199, 26826, 403, 42, 33
0.12470000000000254, 16998, 32634, 32628, 32187, 26803, 401, 42, 34
0.12480000000000255, 17083, 32616, 32607, 32259, 26787, 403, 42, 39
0.12490000000000255, 17104, 32608, 32577, 32277, 26797, 404, 37, 35
0.12500000000000255, 17047, 32558, 32604, 32273, 26803, 406, 44, 37
0.12510000000000254, 17019, 32547, 32627, 32292, 26811, 407, 39, 37
0.12520000000000253, 17095, 32491, 32635, 32317, 26781, 405, 40, 39
0.12530000000000252, 16935, 32465, 32614, 32269, 26774, 409, 41, 40
0.1254000000000025, 16920, 32458, 32637, 32252, 26762, 415, 39, 39
0.1255000000000025, 16971, 32449, 32694, 32186, 26744, 422, 42, 40
0.1256000000000025, 16925, 32396, 32681, 32199, 26695, 423, 47, 41
0.12570000000000248, 16883, 32398, 32671, 32202, 26669, 428, 46, 41
0.12580000000000247, 16841, 32442, 32664, 32210, 26683, 435, 42, 41
0.12590000000000245, 16795, 32401, 32628, 32240, 26697, 440, 41, 41
0.12600000000000244, 16864, 32431, 32637, 32251, 26699, 462, 41, 40
0.12610000000000243, 16848, 32406, 32628, 32265, 26690, 466, 42, 41
0.12620000000000242, 16840, 32392, 32665, 32250, 26703, 464, 42, 42
0.1263000000000024, 16829, 32387, 32666, 32260, 26707, 459, 42, 41
0.1264000000000024, 16840, 32383, 32691, 32277, 26672, 471, 44, 42
0.1265000000000024, 16825, 32308, 32686, 32254, 26665, 479, 43, 33
0.12660000000000238, 16839, 32292, 32680, 32249, 26684, 496, 43, 33
0.12670000000000237, 16838, 32287, 32699, 32272, 26660, 498, 43, 33
0.12680000000000236, 16862, 32309, 32654, 32275, 26616, 499, 44, 37
0.12690000000000234, 16891, 32298, 32674, 32295, 26620, 519, 39, 37
0.12700000000000233, 16861, 32319, 32705, 32289, 26598, 517, 40, 40
0.12710000000000232, 16743, 32309, 32715, 32271, 26572, 519, 40, 39
0.1272000000000023, 16778, 32296, 32696, 32239, 26579, 517, 41, 39
0.1273000000000023, 16862, 32262, 32680, 32251, 26572, 528, 43, 37
0.1274000000000023, 16832, 32303, 32700, 32240, 26598, 527, 43, 37
0.12750000000000228, 16912, 32252, 32701, 32249, 26614, 534, 43, 38
0.12760000000000227, 16809, 32211, 32666, 32199, 26577, 545, 39, 30
0.12770000000000226, 16823, 32228, 32664, 32232, 26554, 552, 37, 27
0.12780000000000225, 16848, 32202, 32690, 32211, 26557, 559, 33, 30
0.12790000000000223, 16923, 32232, 32655, 32261, 26565, 562, 33, 31
0.12800000000000222, 17015, 32241, 32636, 32271, 26564, 568, 38, 32
0.1281000000000022, 17004, 32244, 32630, 32247, 26573, 566, 32, 31
0.1282000000000022, 17044, 32257, 32665, 32276, 26575, 579, 32, 31
0.1283000000000022, 17090, 32314, 32625, 32302, 26551, 579, 32, 31
0.12840000000000218, 17070, 32331, 32616, 32306, 26586, 587, 32, 30
0.12850000000000217, 17087, 32341, 32633, 32325, 26585, 589, 32, 30
0.12860000000000216, 17066, 32335, 32604, 32330, 26581, 593, 32, 30
0.12870000000000215, 16981, 32313, 32604, 32376, 26579, 594, 32, 30
0.12880000000000214, 17044, 32320, 32618, 32351, 26552, 597, 33, 30
0.12890000000000212, 16973, 32287, 32646, 32359, 26573, 603, 33, 30
0.1290000000000021, 16934, 32317, 32698, 32384, 26573, 604, 30, 30
0.1291000000000021, 16947, 32296, 32674, 32382, 26576, 607, 30, 30
0.1292000000000021, 16953, 32302, 32658, 32364, 26585, 619, 40, 30
0.12930000000000208, 16952, 32303, 32654, 32365, 26617, 622, 46, 30
0.12940000000000207, 16936, 32261, 32622, 32351, 26584, 622, 46, 30
0.12950000000000206, 16935, 32276, 32647, 32369, 26593, 629, 31, 30
0.12960000000000205, 16939, 32236, 32637, 32377, 26564, 633, 31, 30
0.12970000000000204, 16912, 32227, 32613, 32404, 26572, 631, 31, 30
0.12980000000000202, 16833, 32210, 32627, 32374, 26555, 631, 31, 29
0.129900000000002, 16842, 32229, 32600, 32366, 26553, 632, 32, 29
0.130000000000002, 16791, 32231, 32609, 32374, 26575, 644, 32, 31
0.130100000000002, 16809, 32205, 32620, 32353, 26548, 650, 32, 30
0.13020000000000198, 16830, 32259, 32636, 32310, 26554, 648, 36, 30
0.13030000000000197, 16943, 32261, 32608, 32374, 26554, 651, 41, 38
0.13040000000000196, 16937, 32231, 32618, 32364, 26490, 652, 39, 38
0.13050000000000195, 16958, 32184, 32605, 32407, 26496, 665, 39, 37
0.13060000000000194, 16907, 32184, 32638, 32404, 26518, 668, 39, 37
0.13070000000000193, 16911, 32201, 32605, 32407, 26504, 674, 37, 37
0.13080000000000191, 16866, 32182, 32623, 32438, 26518, 672, 40, 37
0.1309000000000019, 16858, 32176, 32629, 32417, 26567, 683, 39, 37
0.1310000000000019, 16886, 32175, 32629, 32428, 26589, 685, 35, 32
0.13110000000000188, 17041, 32174, 32679, 32428, 26597, 691, 36, 35
0.13120000000000187, 17094, 32202, 32667, 32426, 26615, 694, 39, 35
0.13130000000000186, 17092, 32232, 32681, 32428, 26636, 694, 39, 35
0.13140000000000185, 17096, 32224, 32667, 32422, 26663, 700, 38, 34
0.13150000000000184, 17162, 32202, 32657, 32415, 26615, 702, 38, 34
0.13160000000000183, 17147, 32218, 32658, 32439, 26627, 715, 35, 34
0.13170000000000182, 17230, 32220, 32681, 32406, 26626, 724, 34, 34
0.1318000000000018, 17248, 32213, 32621, 32372, 26618, 737, 46, 34
0.1319000000000018, 17260, 32190, 32613, 32365, 26633, 743, 34, 32
0.13200000000000178, 17280, 32247, 32634, 32377, 26629, 744, 32, 32
0.13210000000000177, 17206, 32205, 32677, 32353, 26636, 746, 39, 34
0.13220000000000176, 17148, 32223, 32651, 32318, 26602, 758, 36, 34
0.13230000000000175, 17050, 32211, 32675, 32298, 26580, 760, 36, 34
0.13240000000000174, 17034, 32196, 32667, 32292, 26591, 763, 35, 34
0.13250000000000173, 17065, 32213, 32627, 32292, 26589, 764, 35, 34
0.13260000000000172, 17044, 32235, 32642, 32325, 26605, 766, 35, 34
0.1327000000000017, 17033, 32231, 32634, 32373, 26598, 770, 36, 34
0.1328000000000017, 17015, 32213, 32604, 32375, 26637, 773, 36, 33
0.13290000000000168, 17055, 32207, 32627, 32390, 26612, 778, 36, 34
0.13300000000000167, 16965, 32215, 32627, 32418, 26598, 782, 33, 29
0.13310000000000166, 16919, 32217, 32607, 32388, 26590, 785, 33, 29
0.13320000000000165, 17004, 32219, 32589, 32405, 26576, 786, 31, 31
0.13330000000000164, 17114, 32212, 32546, 32397, 26565, 786, 33, 32
0.13340000000000163, 17106, 32197, 32537, 32376, 26585, 792, 35, 33
0.13350000000000162, 17119, 32238, 32580, 32327, 26564, 797, 32, 31
0.1336000000000016, 17123, 32233, 32557, 32355, 26624, 807, 31, 31
0.1337000000000016, 17051, 32213, 32571, 32377, 26607, 810, 33, 30
0.13380000000000158, 16999, 32246, 32570, 32339, 26652, 806, 35, 30
0.13390000000000157, 17023, 32248, 32575, 32343, 26653, 806, 31, 30
0.13400000000000156, 17045, 32304, 32549, 32362, 26693, 819, 33, 31
0.13410000000000155, 17014, 32299, 32560, 32305, 26711, 820, 33, 31
0.13420000000000154, 17062, 32307, 32584, 32309, 26723, 820, 34, 32
0.13430000000000153, 17081, 32305, 32594, 32281, 26755, 822, 41, 36
0.13440000000000152, 17096, 32271, 32607, 32284, 26743, 829, 41, 35
0.1345000000000015, 17175, 32308, 32586, 32328, 26713, 835, 36, 35
0.1346000000000015, 17231, 32316, 32582, 32318, 26695, 840, 36, 35
0.13470000000000149, 17122, 32306, 32610, 32280, 26735, 840, 30, 30
0.13480000000000147, 17063, 32321, 32613, 32291, 26724, 849, 31, 30
0.13490000000000146, 17125, 32376, 32629, 32299, 26744, 860, 31, 30
0.13500000000000145, 17139, 32359, 32614, 32315, 26761, 862, 31, 31
